"","UGT71C5_pwg","UGT71C5_t.statistic","UGT71C4_pwg","UGT71C4_t.statistic","UGT71C3_pwg","UGT71C3_t.statistic","AT1G50580_pwg","AT1G50580_t.statistic","AT1G64910_pwg","AT1G64910_t.statistic","AT1G64920_pwg","AT1G64920_t.statistic","AT2G18560_pwg","AT2G18560_t.statistic","AT2G18570_pwg","AT2G18570_t.statistic","AT2G22590_pwg","AT2G22590_t.statistic","AT2G22930_pwg","AT2G22930_t.statistic","MAX1_pwg","MAX1_t.statistic","AT2G29710_pwg","AT2G29710_t.statistic","UGT71D1_pwg","UGT71D1_t.statistic","UGT71C2_pwg","UGT71C2_t.statistic","UGT71C1_pwg","UGT71C1_t.statistic","AT2G38240_pwg","AT2G38240_t.statistic","AT2G38240_pwg","AT2G38240_t.statistic","AT3G11180_pwg","AT3G11180_t.statistic","UGT71B1_pwg","UGT71B1_t.statistic","HYR1_pwg","HYR1_t.statistic","UGT71B6_pwg","UGT71B6_t.statistic","AT3G21790_pwg","AT3G21790_t.statistic","UGT71B8_pwg","UGT71B8_t.statistic","AT3G29630_pwg","AT3G29630_t.statistic","UGT72E1_pwg","UGT72E1_t.statistic","TT6_pwg","TT6_t.statistic","TT5_pwg","TT5_t.statistic","JRG21_pwg","JRG21_t.statistic","AT4G09500_pwg","AT4G09500_t.statistic","AT4G15260_pwg","AT4G15260_t.statistic","AT4G16330_pwg","AT4G16330_t.statistic","AT4G22870_pwg","AT4G22870_t.statistic","TT18_pwg","TT18_t.statistic","AT4G27560_pwg","AT4G27560_t.statistic","AT4G27570_pwg","AT4G27570_t.statistic","AT4G36770_pwg","AT4G36770_t.statistic","AT5G05600_pwg","AT5G05600_t.statistic","FLS1_pwg","FLS1_t.statistic","AT5G12270_pwg","AT5G12270_t.statistic","TT4_pwg","TT4_t.statistic","UGT78D3_pwg","UGT78D3_t.statistic","AT5G17040_pwg","AT5G17040_t.statistic","UGT78D2_pwg","UGT78D2_t.statistic","UGT72E3_pwg","UGT72E3_t.statistic","TT3_pwg","TT3_t.statistic","AT5G49690_pwg","AT5G49690_t.statistic","AT5G53990_pwg","AT5G53990_t.statistic","AT5G54010_pwg","AT5G54010_t.statistic","UF3GT_pwg","UF3GT_t.statistic","AT5G65550_pwg","AT5G65550_t.statistic","UGT72E2_pwg","UGT72E2_t.statistic"
"ET2","ET2",0,"GNC",0,"ET2",0,"ET2",0,"AT5G56900",0,"GNC",0,"GNC",0,"GNC",0,"AT5G56900",0,"GNC",0,"GNC",0,"GNC",0,"GNC",0,"GNC",0,"AT5G56900",0,"AT5G56900",0,"ET2",0,"AT5G56900",0,"GNC",0,"ET2",0,"ET2",0,"NAC099",0,"AT5G56900",0,"GNC",0,"GNC",0,"AT5G56900",0,"ET2",0,"AT5G56900",0,"NAC099",0,"ET2",0,"GNC",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"GNC",0,"ET2",0,"AT5G56900",0,"ET2",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0
"GNC","GNC",0,"AT5G56900",0,"GNC",0,"GNC",0,"AT5G57150",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G57150",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G56900",0,"AT5G57150",0,"AT5G57150",0,"GNC",0,"AT5G57150",0,"AT5G56900",0,"GNC",0,"GNC",0,"ET2",0,"AT5G57150",0,"AT5G56900",0,"AT5G56900",0,"AT5G57150",0,"GNC",0,"AT5G57150",0,"ET2",0,"GNC",0,"AT5G56900",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G56900",0,"GNC",0,"AT5G57150",0,"GNC",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0
"AT5G56900","AT5G56900",0,"AT5G57150",0,"AT5G56900",0,"AT5G56900",0,"CIA2",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"CIA2",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"AT5G57150",0,"CIA2",0,"CIA2",0,"AT5G56900",0,"CIA2",0,"AT5G57150",0,"AT5G56900",0,"AT5G56900",0,"GNC",0,"CIA2",0,"AT5G57150",0,"AT5G57150",0,"CIA2",0,"AT5G56900",0,"CIA2",0,"GNC",0,"AT5G56900",0,"AT5G57150",0,"CIA2",0,"CIA2",0,"CIA2",0,"CIA2",0,"CIA2",0,"AT5G57150",0,"AT5G56900",0,"CIA2",0,"AT5G56900",0,"CIA2",0,"CIA2",0,"CIA2",0,"CIA2",0,"CIA2",0,"CIA2",0,"CIA2",0,"CIA2",0,"CIA2",0,"CIA2",0,"CIA2",0
"AT5G57150","AT5G57150",0,"CIA2",0,"AT5G57150",0,"AT5G57150",0,"PLT5",0,"CIA2",0,"CIA2",0,"CIA2",0,"PLT5",0,"CIA2",0,"CIA2",0,"CIA2",0,"CIA2",0,"CIA2",0,"PLT5",0,"PLT5",0,"AT5G57150",0,"PLT5",0,"CIA2",0,"AT5G57150",0,"AT5G57150",0,"AT5G56900",0,"PLT5",0,"CIA2",0,"CIA2",0,"PLT5",0,"AT5G57150",0,"PLT5",0,"AT5G56900",0,"AT5G57150",0,"CIA2",0,"PLT5",0,"PLT5",0,"PLT5",0,"PLT5",0,"PLT5",0,"CIA2",0,"AT5G57150",0,"PLT5",0,"AT5G57150",0,"PLT5",0,"PLT5",0,"PLT5",0,"PLT5",0,"PLT5",0,"PLT5",0,"PLT5",0,"PLT5",0,"PLT5",0,"PLT5",0,"PLT5",0
"CIA2","CIA2",0,"PLT5",0,"CIA2",0,"CIA2",0,"IAA33",0,"PLT5",0,"PLT5",0,"PLT5",0,"IAA33",0,"PLT5",0,"PLT5",0,"PLT5",0,"PLT5",0,"PLT5",0,"IAA33",0,"IAA33",0,"CIA2",0,"IAA33",0,"PLT5",0,"CIA2",0,"CIA2",0,"AT5G57150",0,"IAA33",0,"PLT5",0,"PLT5",0,"IAA33",0,"CIA2",0,"IAA33",0,"AT5G57150",0,"CIA2",0,"PLT5",0,"IAA33",0,"IAA33",0,"IAA33",0,"IAA33",0,"IAA33",0,"PLT5",0,"CIA2",0,"IAA33",0,"CIA2",0,"IAA33",0,"IAA33",0,"IAA33",0,"IAA33",0,"IAA33",0,"IAA33",0,"IAA33",0,"IAA33",0,"IAA33",0,"IAA33",0,"IAA33",0
"PLT5","PLT5",0,"IAA33",0,"PLT5",0,"PLT5",0,"ZFP2",0,"IAA33",0,"IAA33",0,"IAA33",0,"ZFP2",0,"IAA33",0,"IAA33",0,"IAA33",0,"IAA33",0,"IAA33",0,"ZFP2",0,"ZFP2",0,"PLT5",0,"ZFP2",0,"IAA33",0,"PLT5",0,"PLT5",0,"CIA2",0,"ZFP2",0,"IAA33",0,"IAA33",0,"ZFP2",0,"PLT5",0,"ZFP2",0,"CIA2",0,"PLT5",0,"IAA33",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"IAA33",0,"PLT5",0,"ZFP2",0,"PLT5",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"ZFP2",0
"IAA33","IAA33",0,"ZFP2",0,"IAA33",0,"IAA33",0,"MYB36",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"MYB36",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"ZFP2",0,"MYB36",0,"MYB36",0,"IAA33",0,"MYB36",0,"ZFP2",0,"IAA33",0,"IAA33",0,"PLT5",0,"MYB36",0,"ZFP2",0,"ZFP2",0,"MYB36",0,"IAA33",0,"MYB36",0,"PLT5",0,"IAA33",0,"ZFP2",0,"MYB36",0,"MYB36",0,"MYB36",0,"MYB36",0,"MYB36",0,"ZFP2",0,"IAA33",0,"MYB36",0,"IAA33",0,"MYB36",0,"MYB36",0,"MYB36",0,"MYB36",0,"MYB36",0,"MYB36",0,"MYB36",0,"MYB36",0,"MYB36",0,"MYB36",0,"MYB36",0
"ZFP2","ZFP2",0,"MYB36",0,"ZFP2",0,"ZFP2",0,"COL5",0,"MYB36",0,"MYB36",0,"MYB36",0,"COL5",0,"MYB36",0,"MYB36",0,"MYB36",0,"MYB36",0,"MYB36",0,"COL5",0,"COL5",0,"ZFP2",0,"COL5",0,"MYB36",0,"ZFP2",0,"ZFP2",0,"IAA33",0,"COL5",0,"MYB36",0,"MYB36",0,"COL5",0,"ZFP2",0,"COL5",0,"IAA33",0,"ZFP2",0,"MYB36",0,"COL5",0,"COL5",0,"COL5",0,"COL5",0,"COL5",0,"MYB36",0,"ZFP2",0,"COL5",0,"ZFP2",0,"COL5",0,"COL5",0,"COL5",0,"COL5",0,"COL5",0,"COL5",0,"COL5",0,"COL5",0,"COL5",0,"COL5",0,"COL5",0
"MYB36","MYB36",0,"COL5",0,"MYB36",0,"MYB36",0,"AT5G57720",0,"COL5",0,"COL5",0,"COL5",0,"AT5G57720",0,"COL5",0,"COL5",0,"COL5",0,"COL5",0,"COL5",0,"AT5G57720",0,"AT5G57720",0,"MYB36",0,"AT5G57720",0,"COL5",0,"MYB36",0,"MYB36",0,"ZFP2",0,"AT5G57720",0,"COL5",0,"COL5",0,"AT5G57720",0,"MYB36",0,"AT5G57720",0,"ZFP2",0,"MYB36",0,"COL5",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"COL5",0,"MYB36",0,"AT5G57720",0,"MYB36",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0
"COL5","COL5",0,"AT5G57720",0,"COL5",0,"COL5",0,"LRL3",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"LRL3",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"AT5G57720",0,"LRL3",0,"LRL3",0,"COL5",0,"LRL3",0,"AT5G57720",0,"COL5",0,"COL5",0,"MYB36",0,"LRL3",0,"AT5G57720",0,"AT5G57720",0,"LRL3",0,"COL5",0,"LRL3",0,"MYB36",0,"COL5",0,"AT5G57720",0,"LRL3",0,"LRL3",0,"LRL3",0,"LRL3",0,"LRL3",0,"AT5G57720",0,"COL5",0,"LRL3",0,"COL5",0,"LRL3",0,"LRL3",0,"LRL3",0,"LRL3",0,"LRL3",0,"LRL3",0,"LRL3",0,"LRL3",0,"LRL3",0,"LRL3",0,"LRL3",0
"AT5G57720","AT5G57720",0,"LRL3",0,"AT5G57720",0,"AT5G57720",0,"RR18",0,"LRL3",0,"LRL3",0,"LRL3",0,"RR18",0,"LRL3",0,"LRL3",0,"LRL3",0,"LRL3",0,"LRL3",0,"RR18",0,"RR18",0,"AT5G57720",0,"RR18",0,"LRL3",0,"AT5G57720",0,"AT5G57720",0,"COL5",0,"RR18",0,"LRL3",0,"LRL3",0,"RR18",0,"AT5G57720",0,"RR18",0,"COL5",0,"AT5G57720",0,"LRL3",0,"RR18",0,"RR18",0,"RR18",0,"RR18",0,"RR18",0,"LRL3",0,"AT5G57720",0,"RR18",0,"AT5G57720",0,"RR18",0,"RR18",0,"RR18",0,"RR18",0,"RR18",0,"RR18",0,"RR18",0,"RR18",0,"RR18",0,"RR18",0,"RR18",0
"LRL3","LRL3",0,"RR18",0,"LRL3",0,"LRL3",0,"AT5G58280",0,"RR18",0,"RR18",0,"RR18",0,"AT5G58280",0,"RR18",0,"RR18",0,"RR18",0,"RR18",0,"RR18",0,"AT5G58280",0,"AT5G58280",0,"LRL3",0,"AT5G58280",0,"RR18",0,"LRL3",0,"LRL3",0,"AT5G57720",0,"AT5G58280",0,"RR18",0,"RR18",0,"AT5G58280",0,"LRL3",0,"AT5G58280",0,"AT5G57720",0,"LRL3",0,"RR18",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"RR18",0,"LRL3",0,"AT5G58280",0,"LRL3",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0
"RR18","RR18",0,"AT5G58280",0,"RR18",0,"RR18",0,"AT5G58340",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58340",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58280",0,"AT5G58340",0,"AT5G58340",0,"RR18",0,"AT5G58340",0,"AT5G58280",0,"RR18",0,"RR18",0,"LRL3",0,"AT5G58340",0,"AT5G58280",0,"AT5G58280",0,"AT5G58340",0,"RR18",0,"AT5G58340",0,"LRL3",0,"RR18",0,"AT5G58280",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58280",0,"RR18",0,"AT5G58340",0,"RR18",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0
"AT5G58280","AT5G58280",0,"AT5G58340",0,"AT5G58280",0,"AT5G58280",0,"AT5G58610",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58610",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58340",0,"AT5G58610",0,"AT5G58610",0,"AT5G58280",0,"AT5G58610",0,"AT5G58340",0,"AT5G58280",0,"AT5G58280",0,"RR18",0,"AT5G58610",0,"AT5G58340",0,"AT5G58340",0,"AT5G58610",0,"AT5G58280",0,"AT5G58610",0,"RR18",0,"AT5G58280",0,"AT5G58340",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58340",0,"AT5G58280",0,"AT5G58610",0,"AT5G58280",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0
"AT5G58340","AT5G58340",0,"AT5G58610",0,"AT5G58340",0,"AT5G58340",0,"AT5G58620",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58620",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58610",0,"AT5G58620",0,"AT5G58620",0,"AT5G58340",0,"AT5G58620",0,"AT5G58610",0,"AT5G58340",0,"AT5G58340",0,"AT5G58280",0,"AT5G58620",0,"AT5G58610",0,"AT5G58610",0,"AT5G58620",0,"AT5G58340",0,"AT5G58620",0,"AT5G58280",0,"AT5G58340",0,"AT5G58610",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58610",0,"AT5G58340",0,"AT5G58620",0,"AT5G58340",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0
"AT5G58610","AT5G58610",0,"AT5G58620",0,"AT5G58610",0,"AT5G58610",0,"MYB119",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"MYB119",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"AT5G58620",0,"MYB119",0,"MYB119",0,"AT5G58610",0,"MYB119",0,"AT5G58620",0,"AT5G58610",0,"AT5G58610",0,"AT5G58340",0,"MYB119",0,"AT5G58620",0,"AT5G58620",0,"MYB119",0,"AT5G58610",0,"MYB119",0,"AT5G58340",0,"AT5G58610",0,"AT5G58620",0,"MYB119",0,"MYB119",0,"MYB119",0,"MYB119",0,"MYB119",0,"AT5G58620",0,"AT5G58610",0,"MYB119",0,"AT5G58610",0,"MYB119",0,"MYB119",0,"MYB119",0,"MYB119",0,"MYB119",0,"MYB119",0,"MYB119",0,"MYB119",0,"MYB119",0,"MYB119",0,"MYB119",0
"AT5G58620","AT5G58620",0,"MYB119",0,"AT5G58620",0,"AT5G58620",0,"AGL82",0,"MYB119",0,"MYB119",0,"MYB119",0,"AGL82",0,"MYB119",0,"MYB119",0,"MYB119",0,"MYB119",0,"MYB119",0,"AGL82",0,"AGL82",0,"AT5G58620",0,"AGL82",0,"MYB119",0,"AT5G58620",0,"AT5G58620",0,"AT5G58610",0,"AGL82",0,"MYB119",0,"MYB119",0,"AGL82",0,"AT5G58620",0,"AGL82",0,"AT5G58610",0,"AT5G58620",0,"MYB119",0,"AGL82",0,"AGL82",0,"AGL82",0,"AGL82",0,"AGL82",0,"MYB119",0,"AT5G58620",0,"AGL82",0,"AT5G58620",0,"AGL82",0,"AGL82",0,"AGL82",0,"AGL82",0,"AGL82",0,"AGL82",0,"AGL82",0,"AGL82",0,"AGL82",0,"AGL82",0,"AGL82",0
"MYB119","MYB119",0,"AGL82",0,"MYB119",0,"MYB119",0,"AT5G58900",0,"AGL82",0,"AGL82",0,"AGL82",0,"AT5G58900",0,"AGL82",0,"AGL82",0,"AGL82",0,"AGL82",0,"AGL82",0,"AT5G58900",0,"AT5G58900",0,"MYB119",0,"AT5G58900",0,"AGL82",0,"MYB119",0,"MYB119",0,"AT5G58620",0,"AT5G58900",0,"AGL82",0,"AGL82",0,"AT5G58900",0,"MYB119",0,"AT5G58900",0,"AT5G58620",0,"MYB119",0,"AGL82",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AGL82",0,"MYB119",0,"AT5G58900",0,"MYB119",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0
"AGL82","AGL82",0,"AT5G58900",0,"AGL82",0,"AGL82",0,"WOX2",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"WOX2",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"AT5G58900",0,"WOX2",0,"WOX2",0,"AGL82",0,"WOX2",0,"AT5G58900",0,"AGL82",0,"AGL82",0,"MYB119",0,"WOX2",0,"AT5G58900",0,"AT5G58900",0,"WOX2",0,"AGL82",0,"WOX2",0,"MYB119",0,"AGL82",0,"AT5G58900",0,"WOX2",0,"WOX2",0,"WOX2",0,"WOX2",0,"WOX2",0,"AT5G58900",0,"AGL82",0,"WOX2",0,"AGL82",0,"WOX2",0,"WOX2",0,"WOX2",0,"WOX2",0,"WOX2",0,"WOX2",0,"WOX2",0,"WOX2",0,"WOX2",0,"WOX2",0,"WOX2",0
"AT5G58900","AT5G58900",0,"WOX2",0,"AT5G58900",0,"AT5G58900",0,"AT5G59450",0,"WOX2",0,"WOX2",0,"WOX2",0,"AT5G59450",0,"WOX2",0,"WOX2",0,"WOX2",0,"WOX2",0,"WOX2",0,"AT5G59450",0,"AT5G59450",0,"AT5G58900",0,"AT5G59450",0,"WOX2",0,"AT5G58900",0,"AT5G58900",0,"AGL82",0,"AT5G59450",0,"WOX2",0,"WOX2",0,"AT5G59450",0,"AT5G58900",0,"AT5G59450",0,"AGL82",0,"AT5G58900",0,"WOX2",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"WOX2",0,"AT5G58900",0,"AT5G59450",0,"AT5G58900",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0
"WOX2","WOX2",0,"AT5G59450",0,"WOX2",0,"WOX2",0,"MYB59",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"MYB59",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"AT5G59450",0,"MYB59",0,"MYB59",0,"WOX2",0,"MYB59",0,"AT5G59450",0,"WOX2",0,"WOX2",0,"AT5G58900",0,"MYB59",0,"AT5G59450",0,"AT5G59450",0,"MYB59",0,"WOX2",0,"MYB59",0,"AT5G58900",0,"WOX2",0,"AT5G59450",0,"MYB59",0,"MYB59",0,"MYB59",0,"MYB59",0,"MYB59",0,"AT5G59450",0,"WOX2",0,"MYB59",0,"WOX2",0,"MYB59",0,"MYB59",0,"MYB59",0,"MYB59",0,"MYB59",0,"MYB59",0,"MYB59",0,"MYB59",0,"MYB59",0,"MYB59",0,"MYB59",0
"AT5G59450","AT5G59450",0,"MYB59",0,"AT5G59450",0,"AT5G59450",0,"ZAT12",0,"MYB59",0,"MYB59",0,"MYB59",0,"ZAT12",0,"MYB59",0,"MYB59",0,"MYB59",0,"MYB59",0,"MYB59",0,"ZAT12",0,"ZAT12",0,"AT5G59450",0,"ZAT12",0,"MYB59",0,"AT5G59450",0,"AT5G59450",0,"WOX2",0,"ZAT12",0,"MYB59",0,"MYB59",0,"ZAT12",0,"AT5G59450",0,"ZAT12",0,"WOX2",0,"AT5G59450",0,"MYB59",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"MYB59",0,"AT5G59450",0,"ZAT12",0,"AT5G59450",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"ZAT12",0
"MYB59","MYB59",0,"ZAT12",0,"MYB59",0,"MYB59",0,"AT5G59990",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"AT5G59990",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"ZAT12",0,"AT5G59990",0,"AT5G59990",0,"MYB59",0,"AT5G59990",0,"ZAT12",0,"MYB59",0,"MYB59",0,"AT5G59450",0,"AT5G59990",0,"ZAT12",0,"ZAT12",0,"AT5G59990",0,"MYB59",0,"AT5G59990",0,"AT5G59450",0,"MYB59",0,"ZAT12",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"ZAT12",0,"MYB59",0,"AT5G59990",0,"MYB59",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0
"ZAT12","ZAT12",0,"AT5G59990",0,"ZAT12",0,"ZAT12",0,"PRR3",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"PRR3",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"AT5G59990",0,"PRR3",0,"PRR3",0,"ZAT12",0,"PRR3",0,"AT5G59990",0,"ZAT12",0,"ZAT12",0,"MYB59",0,"PRR3",0,"AT5G59990",0,"AT5G59990",0,"PRR3",0,"ZAT12",0,"PRR3",0,"MYB59",0,"ZAT12",0,"AT5G59990",0,"PRR3",0,"PRR3",0,"PRR3",0,"PRR3",0,"PRR3",0,"AT5G59990",0,"ZAT12",0,"PRR3",0,"ZAT12",0,"PRR3",0,"PRR3",0,"PRR3",0,"PRR3",0,"PRR3",0,"PRR3",0,"PRR3",0,"PRR3",0,"PRR3",0,"PRR3",0,"PRR3",0
"AT5G59990","AT5G59990",0,"PRR3",0,"AT5G59990",0,"AT5G59990",0,"TOE2",0,"PRR3",0,"PRR3",0,"PRR3",0,"TOE2",0,"PRR3",0,"PRR3",0,"PRR3",0,"PRR3",0,"PRR3",0,"TOE2",0,"TOE2",0,"AT5G59990",0,"TOE2",0,"PRR3",0,"AT5G59990",0,"AT5G59990",0,"ZAT12",0,"TOE2",0,"PRR3",0,"PRR3",0,"TOE2",0,"AT5G59990",0,"TOE2",0,"ZAT12",0,"AT5G59990",0,"PRR3",0,"TOE2",0,"TOE2",0,"TOE2",0,"TOE2",0,"TOE2",0,"PRR3",0,"AT5G59990",0,"TOE2",0,"AT5G59990",0,"TOE2",0,"TOE2",0,"TOE2",0,"TOE2",0,"TOE2",0,"TOE2",0,"TOE2",0,"TOE2",0,"TOE2",0,"TOE2",0,"TOE2",0
"PRR3","PRR3",0,"TOE2",0,"PRR3",0,"PRR3",0,"AT5G60130",0,"TOE2",0,"TOE2",0,"TOE2",0,"AT5G60130",0,"TOE2",0,"TOE2",0,"TOE2",0,"TOE2",0,"TOE2",0,"AT5G60130",0,"AT5G60130",0,"PRR3",0,"AT5G60130",0,"TOE2",0,"PRR3",0,"PRR3",0,"AT5G59990",0,"AT5G60130",0,"TOE2",0,"TOE2",0,"AT5G60130",0,"PRR3",0,"AT5G60130",0,"AT5G59990",0,"PRR3",0,"TOE2",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"TOE2",0,"PRR3",0,"AT5G60130",0,"PRR3",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0
"TOE2","TOE2",0,"AT5G60130",0,"TOE2",0,"TOE2",0,"AT5G60140",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60140",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60130",0,"AT5G60140",0,"AT5G60140",0,"TOE2",0,"AT5G60140",0,"AT5G60130",0,"TOE2",0,"TOE2",0,"PRR3",0,"AT5G60140",0,"AT5G60130",0,"AT5G60130",0,"AT5G60140",0,"TOE2",0,"AT5G60140",0,"PRR3",0,"TOE2",0,"AT5G60130",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60130",0,"TOE2",0,"AT5G60140",0,"TOE2",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0
"AT5G60130","AT5G60130",0,"AT5G60140",0,"AT5G60130",0,"AT5G60130",0,"TMO6",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"TMO6",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"AT5G60140",0,"TMO6",0,"TMO6",0,"AT5G60130",0,"TMO6",0,"AT5G60140",0,"AT5G60130",0,"AT5G60130",0,"TOE2",0,"TMO6",0,"AT5G60140",0,"AT5G60140",0,"TMO6",0,"AT5G60130",0,"TMO6",0,"TOE2",0,"AT5G60130",0,"AT5G60140",0,"TMO6",0,"TMO6",0,"TMO6",0,"TMO6",0,"TMO6",0,"AT5G60140",0,"AT5G60130",0,"TMO6",0,"AT5G60130",0,"TMO6",0,"TMO6",0,"TMO6",0,"TMO6",0,"TMO6",0,"TMO6",0,"TMO6",0,"TMO6",0,"TMO6",0,"TMO6",0,"TMO6",0
